Full_En,Last_name ,Last_name_En ,First_name,First_name_En,Father_name,Company_name ,CompamyID_number,Country_Ukr,Coutry_En
Belyba Tamara,Белиба,Belyba,Тамара,Tamara,Петрівна,"ЗАКРИТЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЕКОНОМІКОС ІНСТИТУТАС""",302573350,Литва,Lithuania
Tarasova Olena,Тарасова,Tarasova,Олена,Olena,,"ЗАКРИТЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЕКОНОМІКОС ІНСТИТУТАС""",302573350,Литва,Lithuania
Tynnyy Igor,Тинний,Tynnyy,Ігор,Igor,Владиславович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАНОВА ІНВЕСТМЕНТ""",36001847,Україна,Ukraine
Tynnyy Igor,Тинний,Tynnyy,Ігор,Igor,Владиславович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАНОВА ДЕВЕЛОПМЕНТ""",36049826,Україна,Ukraine
Devko Victoria,Девко,Devko,Вікторія,Victoria,Валеріївна,NAWESS TRADES,OC403672,Велика Британія,United Kingdom
Popovich Natalia,Попович,Popovich,Наталія,Natalia,Борисівна,ONE PHILOSOPHY GROUP ApS,38968955,Данія,Denmark
Odd Rulav,Одд,Odd,Рулав,Rulav,Володимирович,GLOBAL AGRIHUB CORP,P16000034532,США,USA
Odd Rulav,Одд,Odd,Рулав,Rulav,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЗИМА""",32951293,Україна,Ukraine
Odd Rulav,Одд,Odd,Рулав,Rulav,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АГРІХАБ-ЮЖНИЙ""",40767828,Україна,Ukraine
Odd Rulav,Одд,Odd,Рулав,Rulav,Володимирович,"ДОЧІРНЄ ПІДПРИЄМСТВО ""ГАЗКО"" ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАЗКО-АЛЬЯНС""",31798803,Україна,Ukraine
Didenko Olga,Діденко,Didenko,Ольга,Olga,Станіславівна,ЕВРОБИЛДИНГ ИНВЕСТМЕНТ СЛУ,B17718941,Іспанія,Spain
Bilousova Anastasia,Білоусова,Bilousova,Анастасія,Anastasia,Володимирівна,Union AAA Corp,C4037824,США,USA
Kochkarov Vladislav,Кочкаров,Kochkarov,Владислав,Vladislav,Вікторович,Prove Group International LTD,HE336811,Кіпр,Cyprus
Koval  Yulia,Коваль,Koval ,Юлія,Yulia,Миколаївна,BEES&WAX,KRS0000645489,Польща,Poland
Koval Yulia,Коваль,Koval,Юлія,Yulia,Миколаївна,BEES-LINE,KRS0000617567,Польща,Poland
Tomchuk Dmytro,Томчук,Tomchuk,Дмитро,Dmytro,Петрович,Swipe Finance INC,5929734,США,USA
Tomchuk Dmytro,Томчук,Tomchuk,Дмитро,Dmytro,Петрович,ДатаСкорінг,2340658,Гонконг,Hong Kong
Tomchuk Dmytro,Томчук,Tomchuk,Дмитро,Dmytro,Петрович,Датапром,,Сейшельські Острови,Seychelles
Tomchuk Dmytro,Томчук,Tomchuk,Дмитро,Dmytro,Петрович,BIG DATA TRADING LIMITED,,Гонконг,Hong Kong
Tomchuk Dmytro,Томчук,Tomchuk,Дмитро,Dmytro,Петрович,Нексус ВС Мастер ЛЛС,81-3991238,США,USA
Feldman Oleksandr,Фельдман,Feldman,Олександр,Oleksandr,Олександрович,ТВІЛАЙТ АЛЬЯНС ЛТД,1612105,Британські Віргінські острови,British Virgin Islands
Prikhodko Victor,Приходько,Prikhodko,Віктор,Victor,Васильович,SKYLUX,5252713245,Польща,Poland
Davydenko Valentyna,Давиденко,Davydenko,Валентина,Valentyna,Миколаївна,Agroregion B.V,59351381,Нідерланди,Netherlands
Davydenko Valentyna,Давиденко,Davydenko,Валентина,Valentyna,Миколаївна,AGROREGION S.A.R.L,B177795,Люксембург,Luxembourg
Lysenko Victor,Лисенко,Lysenko,Віктор,Victor,Іванович,"ТОВ ""Інститут дельфінотерапії""",2159204203156,Росія,Russia
Bohdan Iryna,Богдан,Bohdan,Ірина,Iryna,Миколаївна,M@B DRIVER MIETWAGEN LTD,FN392924f,Австрія,Austria
Bryl Maya,Бриль,Bryl,Майя,Maya,Петрівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИСЛИВСЬКІ СТЕЖКИ""",31604378,Україна,Ukraine
Stepanova Natalia,Степанова,Stepanova,Наталя,Natalia,Михайлівна,АйПі Девелопмент Груп ОЮ,12881282,Естонія,Estonia
Verbova Svitlana,Вербова,Verbova,Світлана,Svitlana,Станіславівна,"Optima-Est, ТОВ",12231934,Естонія,Estonia
Kostyuk Yulia,Костюк,Kostyuk,Юлія,Yulia,Миколаївна,Джерман Пауер Груп Інвестментс КГ,HRB27965,Німеччина,Germany
Novak Slawomir,Новак,Novak,Славомір,Slawomir,Ришардович,Юроп Партнерз,KRS0000667154,Польща,Poland
Novak Slawomir,Новак,Novak,Славомір,Slawomir,Ришардович,Аспіс Консалтинг Славомір Новак,5841000828,Польща,Poland
Novak Slawomir,Новак,Novak,Славомір,Slawomir,Ришардович,Юроп Партнерз,KRS0000667154,Польща,Poland
Nikitin Yuri,Нікітін,Nikitin,Юрій,Yuri,Валентинович,"ПрАТ ""ОДЕСЬКА КІНОСТУДІЯ""",33932816,Україна,Ukraine
Dzenzerskyy Victor,Дзензерський,Dzenzerskyy,Віктор,Victor,Олександрович,Ванкерія Консультентс Лімітед,HE271059,Кіпр,Cyprus
Haysynska Oksana,Гайсинська,Haysynska,Оксана,Oksana,Юріївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФІРМА ""РІВЛАД ЛТД""",22706968,Україна,Ukraine
Haysynska Oksana,Гайсинська,Haysynska,Оксана,Oksana,Юріївна,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""РЕГІОНАЛЬНА ТЕЛЕМОВНА КОМПАНІЯ ""ТОНІС - ЦЕНТР""",14059592,Україна,Ukraine
Haysynska Oksana,Гайсинська,Haysynska,Оксана,Oksana,Юріївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НПК-ХОЛДІНГ""",22624304,Україна,Ukraine
Haysynska Oksana,Гайсинська,Haysynska,Оксана,Oksana,Юріївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТОРГОВИЙ ЦЕНТР ""КОМІЛЬФО""",14065138,Україна,Ukraine
Privalov Daniil,Прівалов,Privalov,Даніїл,Daniil,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФІРМА ""ДІАНА""",19463493,Україна,Ukraine
Seregin Oleksandr,Серьогін,Seregin,Олександр,Oleksandr,Юрійович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЄНАКІЄВСЬКИЙ МЕТАЛУРГІЙНИЙ ЗАВОД""",191193,Україна,Ukraine
Seregin Oleksandr,Серьогін,Seregin,Олександр,Oleksandr,Юрійович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АВДІЇВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД""",191075,Україна,Ukraine
Seregin Oleksandr,Серьогін,Seregin,Олександр,Oleksandr,Юрійович,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «МЕТАЛУРГІЙНИЙ КОМБІНАТ «АЗОВСТАЛЬ»,191158,Україна,Ukraine
Kovtun Oleg,Ковтун,Kovtun,Олег,Oleg,Валерійович,"FINPOINT INVESTMENT ADVISERS, INC",1064892,Британські Віргінські острови,British Virgin Islands
Demchenko Borys,Демченко,Demchenko,Борис,Borys,Іванович,"ТОВ ""Рентакран""",KRS0000649904,Польща,Poland
Demchenko Borys,Демченко,Demchenko,Борис,Borys,Іванович,"ТОВ ""Капітал РКД""",KRS0000451499,Польща,Poland
Savka Bohdan,Савка,Savka,Богдан,Bohdan,Петрович,"SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA ""SDC SERWIS""",8133726504,Польща,Poland
Stepanov Maksym,Степанов,Stepanov,Максим,Maksym,Володимирович,АйПі Девелопмент Груп ОЮ,12881282,Естонія,Estonia
Fedotov Maksym,Федотов,Fedotov,Максим,Maksym,Олександрович,"ТОВ ""ІКБ 11""",43603049048,Латвія,Latvia
Klischar Vladyslav ,Кліщар,Klischar,Владислав,Vladyslav ,Леонідович,"PJSC ""Belotserkovskiy Plant of Rubber Technical Products""",152448,Україна,Ukraine
Osipov Andriy,Осіпов,Osipov,Андрій,Andriy,Олексійович,"ПрАТ ""ОДЕСЬКА КІНОСТУДІЯ""",33932816,Україна,Ukraine
Bezpalko Mykhailo,Безпалько,Bezpalko,Михайло,Mykhailo,Михайлович,"ТОВ ""Mile""",8733239149,Польща,Poland
Trukhanova Kateryna,Труханова,Trukhanova,Катерина,Kateryna,Геннадіївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АРК СПА""",30445315,Україна,Ukraine
Mykytas Maksym,Микитась,Mykytas,Максим,Maksym,Вікторович,КС С і С Ко. Лтд,531777,Південна Корея,South Korea
Mykytas Maksym,Микитась,Mykytas,Максим,Maksym,Вікторович,Кроун Концепт Ко Лтд,110111-6544252,Південна Корея,South Korea
Mykytas Maksym,Микитась,Mykytas,Максим,Maksym,Вікторович,Селестіс Консалтінг,12125149,Естонія,Estonia
Mykytas Maksym,Микитась,Mykytas,Максим,Maksym,Вікторович,Базерт Девелопмент Елелпі,OC399571,Велика Британія,United Kingdom
Mykytas Maksym,Микитась,Mykytas,Максим,Maksym,Вікторович,Орлея Лімітед,160409,Беліз,Belize
Mykytas Maksym,Микитась,Mykytas,Максим,Maksym,Вікторович,Пларс Трейдінг ЛТД,160473,Беліз,Belize
Shevchenko Victor,Шевченко,Shevchenko,Віктор,Victor,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУГІЛЬ""",34461194,Україна,Ukraine
Koltunova Tetyana,Колтунова,Koltunova,Тетяна,Tetyana,Анатоліївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ПРАЙМ - ТАЙМ""",31977043,Україна,Ukraine
Koltunova Tetyana,Колтунова,Koltunova,Тетяна,Tetyana,Анатоліївна,"ТЕЛЕРАДІОКОМПАНІЯ ""ОДЕСА-ПЛЮС"" У ВИГЛЯДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ",21037467,Україна,Ukraine
Koltunova Tetyana,Колтунова,Koltunova,Тетяна,Tetyana,Анатоліївна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""НОВИЙ КАБЕЛЬНИЙ""",32389352,Україна,Ukraine
Ivancho Andriy,Іванчо,Ivancho,Андрій,Andriy,Андрійович,MACON ASSETS LIMITED,,Британські Віргінські острови,British Virgin Islands
Ivancho Andriy,Іванчо,Ivancho,Андрій,Andriy,Андрійович,"ТЕЛЕРАДІОКОМПАНІЯ ""ОДЕСА-ПЛЮС"" У ВИГЛЯДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ",21037467,Україна,Ukraine
Schumacher Yuri,Шумахер,Schumacher,Юрій,Yuri,Борисович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСТДОРСТРОЙ""",33658865,Україна,Ukraine
Schumacher Yuri,Шумахер,Schumacher,Юрій,Yuri,Борисович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БЕТОННІ ПОКРИТТЯ ТА ТЕХНОЛОГІЇ""",41517968,Україна,Ukraine
Schumacher Yuri,Шумахер,Schumacher,Юрій,Yuri,Борисович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СОФОР""",19220618,Україна,Ukraine
Schumacher Yuri,Шумахер,Schumacher,Юрій,Yuri,Борисович,Corderoy Trading Limited,,Росія,Russia
Schumacher Yuri,Шумахер,Schumacher,Юрій,Yuri,Борисович,"ПРИВАТНЕ ПІДПРИЄМСТВО ""КИЇВШЛЯХБУД""",36156238,Україна,Ukraine
Schumacher Yuri,Шумахер,Schumacher,Юрій,Yuri,Борисович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СОФОР""",19220618,Україна,Ukraine
Zhukov Oleksandr,Жуков,Zhukov,Олександр,Oleksandr,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БЕТОННІ ПОКРИТТЯ ТА ТЕХНОЛОГІЇ""",41517968,Україна,Ukraine
Zhukov Oleksandr,Жуков,Zhukov,Олександр,Oleksandr,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСТДОРСТРОЙ""",33658865,Україна,Ukraine
Lozovenko Maryna,Лозовенко,Lozovenko,Марина,Maryna,Костянтинівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУДІВЕЛЬНО-ВИРОБНИЧА КОМПАНІЯ ""ПИК-СТРОЙ""",34506313,Україна,Ukraine
Lozovenko Maryna,Лозовенко,Lozovenko,Марина,Maryna,Костянтинівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУДІВЕЛЬНО-ВИРОБНИЧА КОМПАНІЯ ""ПИК-СТРОЙ""",34506313,Україна,Ukraine
Dumbrava Oleg,Думбрава,Dumbrava,Олег,Oleg,Костянтинович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУДІВЕЛЬНО-ВИРОБНИЧА КОМПАНІЯ ""ПИК-СТРОЙ""",34506313,Україна,Ukraine
Konovalov Eugene,Коновалов,Konovalov,Євген,Eugene,Геннадійович,"ПРИВАТНЕ ПІДПРИЄМСТВО ""КИЇВШЛЯХБУД""",36156238,Україна,Ukraine
Konovalov Eugene,Коновалов,Konovalov,Євген,Eugene,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СОФОР""",19220618,Україна,Ukraine
Konovalov Eugene,Коновалов,Konovalov,Євген,Eugene,Геннадійович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСТДОРСТРОЙ""",33658865,Україна,Ukraine
Ratskevych Oleksandr,Рацкевич,Ratskevych,Олександр,Oleksandr,Іванович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОСТДОРСТРОЙ""",33658865,Україна,Ukraine
Ratskevych Oleksandr,Рацкевич,Ratskevych,Олександр,Oleksandr,Іванович,"ПРИВАТНЕ ПІДПРИЄМСТВО ""КИЇВШЛЯХБУД""",36156238,Україна,Ukraine
Eyberher Wolfgang,Ейбергер,Eyberher,Вольфганг,Wolfgang,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР""НАФТОГАЗТЕХНОЛОГІЯ""",13932886,Україна,Ukraine
Eyberher Wolfgang,Ейбергер,Eyberher,Вольфганг,Wolfgang,,"""STEUERMANN"" Investitions- und Handelsgesellschaft mbH",FN189399d,Австрія,Austria
Lyapinsh Maria,Ляпінш,Lyapinsh,Марія,Maria,,"""STEUERMANN"" Investitions- und Handelsgesellschaft mbH",FN189399d,Австрія,Austria
Kerez Igor,Керезь,Kerez,Ігор,Igor,Михайлович,"""STEUERMANN"" Investitions- und Handelsgesellschaft mbH",FN189399d,Австрія,Austria
Kerez Igor,Керезь,Kerez,Ігор,Igor,Михайлович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМПАНІЯ З УПРАВЛІННЯ АКТИВАМИ ""МАКСФІЛД АССЕТ МЕНЕДЖМЕНТ""",32983409,Україна,Ukraine
Kerez Igor,Керезь,Kerez,Ігор,Igor,Михайлович,"АДВОКАТСЬКЕ ОБ'ЄДНАННЯ ""КЕРЕЗЬ ТА ПАРТНЕРИ""",41023752,Україна,Ukraine
Kerez Igor,Керезь,Kerez,Ігор,Igor,Михайлович,"GLOMAIN, s.r.o.",25706136,Чехія,Czech Republic
Kaur DHESI KAMALDZHIT SONYA,КАУР ДХЕСІ,Kaur DHESI,КАМАЛДЖІТ СОНЯ,KAMALDZHIT SONYA,,MILLENIUM TRADE BANK LIMITED,4557302,Велика Британія,United Kingdom
Kaur DHESI KAMALDZHIT SONYA,КАУР ДХЕСІ,Kaur DHESI,КАМАЛДЖІТ СОНЯ,KAMALDZHIT SONYA,,"ДОЧІРНЄ ПІДПРИЄМСТВО ""СХІДНИЙ ІНВЕСТИЦІЙНИЙ ЦЕНТР""",,Україна,Ukraine
Kaur DHESI KAMALDZHIT SONYA,КАУР ДХЕСІ,Kaur DHESI,КАМАЛДЖІТ СОНЯ,KAMALDZHIT SONYA,,KEYSTONE INVESTMENTS LIMITED,,Кіпр,Cyprus
Simonenko Anton,Сімоненко,Simonenko,Антон,Anton,Олександрович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕРА""",30019052,Україна,Ukraine
Simonenko Anton,Сімоненко,Simonenko,Антон,Anton,Олександрович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ДОСЛІДНИЦЬКИЙ ЦЕНТР ІНВЕСТИЦІЙ""",39633060,Україна,Ukraine
Lotashevskyy Igor,Лоташевський,Lotashevskyy,Ігор,Igor,Олександрович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕРА-РАДІО""",31811530,Україна,Ukraine
Lotashevskyy Igor,Лоташевський,Lotashevskyy,Ігор,Igor,Олександрович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕРА-РАДІО""",31811530,Україна,Ukraine
Kovalchuk Dmytro,Ковальчук,Kovalchuk,Дмитро,Dmytro,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""АКАДЕМ ТV""",32185841,Україна,Ukraine
Kovalchuk Dmytro,Ковальчук,Kovalchuk,Дмитро,Dmytro,Володимирович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВАЛЕНТИН ПЛЮС""",26266190,Україна,Ukraine
Cunningham Alastair Matthew,КАНІНГЕМ,Cunningham,АЛАСТЕР МЕТЬЮ,Alastair Matthew,,MILLENIUM TRADE BANK LIMITED,4557302,Велика Британія,United Kingdom
Cunningham Alastair Matthew,КАНІНГЕМ,Cunningham,АЛАСТЕР МЕТЬЮ,Alastair Matthew,,ОАКДЕЙЛ ВЕНЧЕРС ЛІМІТЕД,4633469,Велика Британія,United Kingdom
Cunningham Alastair Matthew,КАНІНГЕМ,Cunningham,АЛАСТЕР МЕТЬЮ,Alastair Matthew,,"ДОЧІРНЄ ПІДПРИЄМСТВО ""ПРОМЕКСПОРТ""",30522153,Україна,Ukraine
Cunningham Alastair Matthew,КАНІНГЕМ,Cunningham,АЛАСТЕР МЕТЬЮ,Alastair Matthew,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМПАНІЯ З УПРАВЛІННЯ АКТИВАМИ ""МАКСФІЛД АССЕТ МЕНЕДЖМЕНТ""",32983409,Україна,Ukraine
Cunningham Alastair Matthew,КАНІНГЕМ,Cunningham,АЛАСТЕР МЕТЬЮ,Alastair Matthew,,"COMPANY ""KREDO-Z KFT."" LIMITED",5418610,Велика Британія,United Kingdom
AMERIKANOS Georgios,АМЕРІКАНОС,AMERIKANOS,ГЕОРГІОС,Georgios,,WESTFERRY INDUSTRIES LIMITED,4415301,Велика Британія,United Kingdom
AMERIKANOS Georgios,АМЕРІКАНОС,AMERIKANOS,ГЕОРГІОС,Georgios,,EASTPORT VENTURES LIMITED,3225529,Велика Британія,United Kingdom
AMERIKANOS Georgios,АМЕРІКАНОС,AMERIKANOS,ГЕОРГІОС,Georgios,,KEYSTONE INVESTMENTS LIMITED,,Кіпр,Cyprus
AMERIKANOS Georgios,АМЕРІКАНОС,AMERIKANOS,ГЕОРГІОС,Georgios,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕЛІТАР-КОМПАНІ""",33609027,Україна,Ukraine
AMERIKANOS Georgios,АМЕРІКАНОС,AMERIKANOS,ГЕОРГІОС,Georgios,,MILLENIUM TRADE BANK LIMITED,4557302,Велика Британія,United Kingdom
Stohniy Sergiy,Стогнiй,Stohniy,Сергiй,Sergiy,Борисович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕНЕРГОТЕХПРОМ""",32309445,Україна,Ukraine
Puzik Yuri,Пузік,Puzik,Юрій,Yuri,Олександрович,WESTFERRY INDUSTRIES LIMITED,4415301,Велика Британія,United Kingdom
Puzik Yuri,Пузік,Puzik,Юрій,Yuri,Олександрович,"АДВОКАТСЬКЕ ОБ'ЄДНАННЯ ""КЕРЕЗЬ ТА ПАРТНЕРИ""",41023752,Україна,Ukraine
Grigorenko Janna,Григоренко,Grigorenko,Жанна,Janna,Леонідівна,WARGRAVE TRADING LLP,OC370544,Велика Британія,United Kingdom
Grigorenko Janna,Григоренко,Grigorenko,Жанна,Janna,Леонідівна,"""STEUERMANN"" Investitions- und Handelsgesellschaft mbH",FN189399d,Австрія,Austria
Grigorenko Janna,Григоренко,Grigorenko,Жанна,Janna,Леонідівна,WARGRAVE TRADING LLP,OC370544,Велика Британія,United Kingdom
Skalenko Pavlo,Скаленко,Skalenko,Павло,Pavlo,Олексійович,Bradcrest Investments SA,,Панама,Panama
Skalenko Pavlo,Скаленко,Skalenko,Павло,Pavlo,Олексійович,Trading House Ukraine SA,,Швейцарія,Switzerland
Salyutin Ruslan,Салютін,Salyutin,Руслан,Ruslan,Вікторович,Національний інститут хірургії та трансплантології ім. О.О. Шалімова НАМН України,38577985,Україна,Ukraine
Easter ALLA,ВЕЛИКОДНА,Easter,АЛЛА,ALLA,АНАТОЛІЇВНА,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕКСЕКВО""",36252282,Україна,Ukraine
Easter ALLA,ВЕЛИКОДНА,Easter,АЛЛА,ALLA,АНАТОЛІЇВНА,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СПОРТИВНО-ОЗДОРОВЧИЙ ЦЕНТР ""КРАСОТА ТА ЗДОРОВ'Я""",33864060,Україна,Ukraine
Easter ALLA,ВЕЛИКОДНА,Easter,АЛЛА,ALLA,АНАТОЛІЇВНА,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЕННІЦА""",36103647,Україна,Ukraine
Easter ALLA,ВЕЛИКОДНА,Easter,АЛЛА,ALLA,АНАТОЛІЇВНА,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СПОРТИВНО-ОЗДОРОВЧИЙ ЦЕНТР ""КРАСОТА ТА ЗДОРОВ'Я""",33864060,Україна,Ukraine
BRASLAVSKA Svitlana,БРАСЛАВСЬКА,BRASLAVSKA,СВІТЛАНА,Svitlana,ОЛЕКСАНДРІВНА,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАСТАЛІЯ 7""",35374878,Україна,Ukraine
BRASLAVSKYY RUSLAN,БРАСЛАВСЬКИЙ,BRASLAVSKYY,РУСЛАН,RUSLAN,ГЕОРГІЙОВИЧ,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАСТАЛІЯ 7""",35374878,Україна,Ukraine
BRASLAVSKYY RUSLAN,БРАСЛАВСЬКИЙ,BRASLAVSKYY,РУСЛАН,RUSLAN,ГЕОРГІЙОВИЧ,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ДОСЛІДНИЙ ЦЕНТР БЕЗПЕКИ ДОРОЖНЬОГО РУХУ В ДОНЕЦЬКІЙ ОБЛАСТІ""",31178566,Україна,Ukraine
Yavorskyi Andriy,Яворський,Yavorskyi,Андрій,Andriy,Михайлович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СВІТЛЕНД""",37216381,Україна,Ukraine
Yavorskyi Andriy,Яворський,Yavorskyi,Андрій,Andriy,Михайлович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ДОСЛІДНИЙ ЦЕНТР БЕЗПЕКИ ДОРОЖНЬОГО РУХУ В ДОНЕЦЬКІЙ ОБЛАСТІ""",31178566,Україна,Ukraine
Yavorskyi Andriy,Яворський,Yavorskyi,Андрій,Andriy,Михайлович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АРСБОНУТ""",36252900,Україна,Ukraine
Yavorskyi Andriy,Яворський,Yavorskyi,Андрій,Andriy,Михайлович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕСТАРС""",36252881,Україна,Ukraine
Krasilnikov Yaroslav,Красильникова,Krasilnikov,Ярослава,Yaroslav,Володимирівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРЕМІУМ КОМПЛЕКС""",35580801,Україна,Ukraine
Krasilnikov Yaroslav,Красильникова,Krasilnikov,Ярослава,Yaroslav,Володимирівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СХІДНА КОМПАНІЯ РОЗВИТКУ""",36168814,Україна,Ukraine
Krasilnikov Yaroslav,Красильникова,Krasilnikov,Ярослава,Yaroslav,Володимирівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАБО ІНТЕРПАРЕС""",36012382,Україна,Ukraine
Krasilnikov Yaroslav,Красильникова,Krasilnikov,Ярослава,Yaroslav,Володимирівна,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕСТАРС""",36252881,Україна,Ukraine
Krasilnikov Yaroslav,Красильникова,Krasilnikov,Ярослава,Yaroslav,Володимирівна,Atlanta Real Estate GmbH,FN445158w,Австрія,Austria
