,row_number,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions,Max
543,565,2030,Europe,Germany,49610000,6120000,21460000,80000,240000,40000,100000,210000,77870000,Christians
544,566,2030,Sub-Saharan Africa,Ghana,26320000,6930000,1350000,20000,1,1940000,50000,1,36610000,Christians
545,567,2030,Europe,Gibraltar,30000,1,1,1,1,1,1,1,30000,Christians
546,568,2030,Europe,Greece,9510000,710000,660000,20000,1,10000,10000,1,10930000,Christians
547,569,2030,North America,Greenland,50000,1,1,1,1,1,1,1,50000,Christians
548,570,2030,Latin America-Caribbean,Grenada,130000,1,1,1,1,1,1,1,130000,Christians
549,571,2030,Latin America-Caribbean,Guadeloupe,490000,1,10000,1,1,1,1,1,510000,Christians
550,572,2030,Asia-Pacific,Guam,210000,1,1,1,1,1,1,1,220000,Christians
551,573,2030,Latin America-Caribbean,Guatemala,21250000,1,850000,1,1,140000,20000,1,22270000,Christians
552,574,2030,Sub-Saharan Africa,Guinea,1680000,13510000,290000,1,10000,420000,1,1,15920000,Muslims
553,575,2030,Sub-Saharan Africa,Guinea-Bissau,400000,1040000,100000,1,1,670000,1,1,2210000,Muslims
554,576,2030,Latin America-Caribbean,Guyana,660000,60000,20000,210000,1,1,1,1,950000,Christians
555,577,2030,Latin America-Caribbean,Haiti,11220000,1,1400000,1,1,260000,40000,1,12920000,Christians
556,578,2030,Europe,Vatican City,1,1,1,1,1,1,1,1,1,Christians
557,579,2030,Latin America-Caribbean,Honduras,9140000,20000,1070000,1,10000,120000,70000,1,10430000,Christians
558,580,2030,Asia-Pacific,Hong Kong,1240000,190000,4150000,40000,1040000,1030000,110000,1,7800000,Unaffiliated
559,581,2030,Europe,Hungary,7250000,20000,2040000,1,1,1,1,1,9330000,Christians
560,582,2030,Europe,Iceland,350000,1,20000,1,1,1,1,1,380000,Christians
561,583,2030,Asia-Pacific,India,35670000,248960000,910000,1191510000,10770000,7120000,28600000,1,1523550000,Hindus
562,584,2030,Asia-Pacific,Indonesia,29620000,245020000,250000,4300000,1810000,740000,390000,1,282130000,Muslims
563,585,2030,Asia-Pacific,Iran,90000,84540000,90000,20000,1,1,140000,1,84870000,Muslims
564,586,2030,Middle East-North Africa,Iraq,380000,53220000,60000,1,1,1,20000,1,53690000,Muslims
565,587,2030,Europe,Ireland,4940000,110000,530000,20000,20000,10000,1,1,5650000,Christians
566,588,2030,Europe,Isle of Man,80000,1,10000,1,1,1,1,1,90000,Christians
567,589,2030,Middle East-North Africa,Israel,200000,2120000,300000,1,20000,30000,10000,7000000,9680000,Jews
568,590,2030,Europe,Italy,46370000,3640000,8600000,190000,180000,110000,60000,50000,59190000,Christians
569,591,2030,Latin America-Caribbean,Jamaica,2360000,1,520000,1,1,140000,30000,1,3060000,Christians
570,592,2030,Asia-Pacific,Japan,2320000,240000,75560000,50000,36100000,540000,5080000,1,119890000,Unaffiliated
571,593,2030,Middle East-North Africa,Jordan,190000,8790000,10000,10000,40000,1,1,1,9060000,Muslims
572,594,2030,Asia-Pacific,Kazakhstan,4140000,14190000,710000,1,70000,90000,30000,1,19240000,Muslims
573,595,2030,Sub-Saharan Africa,Kenya,55270000,7640000,1530000,70000,1,900000,650000,1,66070000,Christians
574,596,2030,Asia-Pacific,Kiribati,130000,1,1,1,1,1,1,1,130000,Christians
575,597,2030,Europe,Kosovo,100000,1840000,1,1,1,1,1,1,1940000,Muslims
576,598,2030,Middle East-North Africa,Kuwait,500000,2700000,1,410000,250000,1,1,1,3880000,Muslims
577,599,2030,Asia-Pacific,Kyrgyzstan,620000,6280000,30000,1,1,1,1,1,6940000,Muslims
578,600,2030,Asia-Pacific,Lao PDR,120000,1,70000,1,5030000,2870000,60000,1,8170000,Buddhists
579,601,2030,Europe,Latvia,1060000,1,920000,1,1,1,1,1,1990000,Christians
580,602,2030,Middle East-North Africa,Lebanon,1830000,2920000,10000,1,1,1,1,1,4780000,Muslims
581,603,2030,Sub-Saharan Africa,Lesotho,2450000,1,70000,1,1,1,1,1,2530000,Christians
582,604,2030,Sub-Saharan Africa,Liberia,5680000,780000,90000,1,1,50000,1,1,6610000,Christians
583,605,2030,Middle East-North Africa,Libya,220000,7860000,10000,1,30000,1,1,1,8140000,Muslims
584,606,2030,Europe,Liechtenstein,40000,1,1,1,1,1,1,1,40000,Christians
585,607,2030,Europe,Lithuania,2640000,1,280000,1,1,1,1,1,2930000,Christians
586,608,2030,Europe,Luxembourg,370000,10000,140000,1,1,1,1,1,530000,Christians
587,609,2030,Asia-Pacific,Macau,40000,1,90000,1,100000,340000,1,1,580000,Folk Religions
588,610,2030,Europe,Republic of Macedonia,970000,910000,20000,1,1,1,1,1,1910000,Christians
589,611,2030,Sub-Saharan Africa,Madagascar,29750000,1110000,2730000,20000,1,1700000,30000,1,35360000,Christians
590,612,2030,Sub-Saharan Africa,Malawi,23660000,3640000,470000,20000,1,460000,20000,1,28260000,Christians
591,613,2030,Asia-Pacific,Malaysia,3590000,26050000,210000,2110000,5270000,810000,40000,1,38070000,Muslims
592,614,2030,Asia-Pacific,Maldives,1,380000,1,1,1,1,1,1,380000,Muslims
593,615,2030,Sub-Saharan Africa,Mali,630000,25600000,150000,1,1,810000,1,1,27200000,Muslims
594,616,2030,Europe,Malta,400000,1,10000,1,1,1,1,1,410000,Christians
595,617,2030,Asia-Pacific,Marshall Islands,60000,1,1,1,1,1,1,1,60000,Christians
596,618,2030,Latin America-Caribbean,Martinique,410000,1,1,1,1,1,1,1,430000,Christians
597,619,2030,Sub-Saharan Africa,Mauritania,10000,5260000,1,1,1,30000,1,1,5310000,Muslims
598,620,2030,Sub-Saharan Africa,Mauritius,440000,230000,10000,650000,1,1,1,1,1340000,Hindus
599,621,2030,Sub-Saharan Africa,Mayotte,1,340000,1,1,1,1,1,1,340000,Muslims
600,622,2030,Latin America-Caribbean,Mexico,125980000,1,9070000,1,10000,80000,20000,90000,135260000,Christians
601,623,2030,Asia-Pacific,Federated States of Micronesia,150000,1,1,1,1,1,1,1,160000,Christians
602,624,2030,Europe,Moldova,3000000,30000,40000,1,1,1,1,10000,3080000,Christians
603,625,2030,Europe,Monaco,40000,1,1,1,1,1,1,1,40000,Christians
604,626,2030,Asia-Pacific,Mongolia,80000,130000,1300000,1,1900000,120000,1,1,3530000,Buddhists
605,627,2030,Europe,Montenegro,480000,140000,20000,1,1,1,1,1,640000,Christians
606,628,2030,Latin America-Caribbean,Montserrat,1,1,1,1,1,1,1,1,1,Christians
607,629,2030,Middle East-North Africa,Morocco,20000,38090000,1,1,1,1,1,1,38110000,Muslims
608,630,2030,Sub-Saharan Africa,Mozambique,20800000,5830000,6080000,20000,1,2740000,1,1,35480000,Christians
609,631,2030,Asia-Pacific,Burma (Myanmar),4270000,2430000,270000,930000,43620000,3120000,100000,1,54740000,Buddhists
610,632,2030,Sub-Saharan Africa,Namibia,2940000,1,60000,1,1,1,1,1,3020000,Christians
611,633,2030,Asia-Pacific,Nauru,1,1,1,1,1,1,1,1,10000,Christians
612,634,2030,Asia-Pacific,Nepal,190000,2250000,100000,32630000,3930000,1470000,30000,1,40590000,Hindus
613,635,2030,Europe,Netherlands,7700000,1330000,7980000,110000,60000,40000,40000,30000,17290000,Unaffiliated
614,636,2030,Asia-Pacific,New Caledonia,250000,1,30000,1,1,1,1,1,290000,Christians
615,637,2030,Asia-Pacific,New Zealand,2600000,100000,2190000,150000,100000,30000,50000,10000,5220000,Christians
616,638,2030,Latin America-Caribbean,Nicaragua,6300000,1,1000000,1,1,100000,10000,1,7410000,Christians
617,639,2030,Sub-Saharan Africa,Niger,300000,30150000,230000,1,1,30000,1,1,30720000,Muslims
618,640,2030,Sub-Saharan Africa,Nigeria,114920000,139580000,930000,1,20000,4150000,120000,1,259720000,Muslims
619,641,2030,Asia-Pacific,Niue,1,1,1,1,1,1,1,1,1,Christians
620,642,2030,Asia-Pacific,Dem. Rep. Korea,520000,1,18660000,1,400000,3230000,3370000,1,26180000,Unaffiliated
621,643,2030,Asia-Pacific,Northern Mariana Islands,50000,1,1,1,1,1,1,1,60000,Christians
622,644,2030,Europe,Norway,4320000,330000,700000,40000,60000,1,10000,1,5460000,Christians
623,645,2030,Middle East-North Africa,Oman,240000,3350000,10000,220000,20000,1,30000,1,3890000,Muslims
624,646,2030,Asia-Pacific,Pakistan,3680000,230390000,30000,4670000,30000,40000,30000,1,238870000,Muslims
625,647,2030,Asia-Pacific,Palau,20000,1,1,1,1,1,1,1,20000,Christians
626,648,2030,Middle East-North Africa,Palestinian territories,120000,6730000,1,1,1,1,1,1,6860000,Muslims
627,649,2030,Latin America-Caribbean,Panama,4110000,30000,230000,1,1,20000,20000,20000,4450000,Christians
628,650,2030,Asia-Pacific,Papua New Guinea,10090000,1,1,1,1,50000,20000,1,10170000,Christians
629,651,2030,Latin America-Caribbean,Paraguay,8440000,1,100000,1,1,150000,20000,1,8720000,Christians
630,652,2030,Latin America-Caribbean,Peru,34420000,1,1140000,1,60000,360000,120000,1,36100000,Christians
631,653,2030,Asia-Pacific,Philippines,117980000,7480000,120000,1,120000,2060000,200000,1,127960000,Christians
632,654,2030,Europe,Poland,33550000,40000,3330000,1,1,1,1,10000,36960000,Christians
633,655,2030,Europe,Portugal,8810000,60000,940000,1,20000,30000,1,1,9880000,Christians
634,656,2030,Latin America-Caribbean,Puerto Rico,3610000,1,90000,1,10000,30000,1,1,3760000,Christians
635,657,2030,Middle East-North Africa,Qatar,380000,1820000,20000,480000,110000,10000,10000,1,2820000,Muslims
636,658,2030,Sub-Saharan Africa,Reunion,880000,40000,20000,50000,1,1,10000,1,1010000,Christians
637,659,2030,Europe,Romania,19070000,80000,20000,1,1,1,1,1,19180000,Christians
638,660,2030,Europe,Russia,97330000,17650000,18670000,80000,170000,290000,10000,170000,134370000,Christians
639,661,2030,Sub-Saharan Africa,Rwanda,16600000,440000,540000,1,1,100000,30000,1,17730000,Christians
640,662,2030,Sub-Saharan Africa,St. Helena,1,1,1,1,1,1,1,1,1,Christians
641,663,2030,Latin America-Caribbean,St. Kitts and Nevis,60000,1,1,1,1,1,1,1,60000,Christians
642,664,2030,Latin America-Caribbean,St. Lucia,190000,1,10000,1,1,1,1,1,210000,Christians
643,665,2030,North America,St. Pierre and Miquelon,1,1,1,1,1,1,1,1,1,Christians
644,666,2030,Latin America-Caribbean,St. Vincent and the Grenadines,110000,1,1,1,1,1,1,1,130000,Christians
645,667,2030,Asia-Pacific,Samoa,260000,1,1,1,1,1,1,1,270000,Christians
646,668,2030,Europe,San Marino,30000,1,1,1,1,1,1,1,30000,Christians
647,669,2030,Sub-Saharan Africa,Sao Tome and Principe,200000,1,30000,1,1,1,1,1,250000,Christians
648,670,2030,Middle East-North Africa,Saudi Arabia,1620000,35450000,230000,550000,150000,100000,80000,1,38190000,Muslims
649,671,2030,Sub-Saharan Africa,Senegal,600000,19330000,1,1,1,1,1,1,19950000,Muslims
650,672,2030,Europe,Serbia,6530000,430000,240000,1,1,1,1,1,7210000,Christians
651,673,2030,Sub-Saharan Africa,Seychelles,90000,1,1,1,1,1,1,1,100000,Christians
652,674,2030,Sub-Saharan Africa,Sierra Leone,1680000,6730000,10000,1,1,70000,1,1,8500000,Muslims
653,675,2030,Asia-Pacific,Singapore,1170000,1190000,1110000,520000,2040000,170000,490000,1,6690000,Buddhists
654,676,2030,Europe,Slovakia,4550000,20000,940000,1,1,1,1,1,5550000,Christians
655,677,2030,Europe,Slovenia,1480000,80000,370000,1,1,1,1,1,1940000,Christians
656,678,2030,Asia-Pacific,Solomon Is.,820000,1,1,1,1,10000,1,1,840000,Christians
657,679,2030,Sub-Saharan Africa,Somalia,1,15810000,1,1,1,10000,1,1,15860000,Muslims
658,680,2030,Sub-Saharan Africa,South Africa,45700000,1180000,8750000,510000,90000,310000,190000,50000,56780000,Christians
659,681,2030,Asia-Pacific,Korea,15750000,210000,23510000,30000,10480000,420000,110000,1,50510000,Unaffiliated
660,682,2030,Europe,Spain,35630000,2280000,11710000,60000,40000,80000,20000,60000,49890000,Christians
661,683,2030,Asia-Pacific,Sri Lanka,1670000,2610000,1,3250000,16000000,1,1,1,23540000,Buddhists
662,684,2030,Middle East-North Africa,Sudan,2790000,47160000,540000,1,1,1470000,1,1,51980000,Muslims
663,685,2030,Latin America-Caribbean,Suriname,330000,80000,40000,110000,1,40000,10000,1,630000,Christians
664,686,2030,Sub-Saharan Africa,Swaziland,1290000,1,130000,1,1,10000,1,1,1450000,Christians
665,687,2030,Europe,Sweden,6080000,860000,3160000,40000,90000,30000,30000,10000,10290000,Christians
666,688,2030,Europe,Swaziland,5410000,500000,1980000,50000,60000,1,20000,20000,8040000,Christians
667,689,2030,Middle East-North Africa,Syria,1450000,26200000,570000,1,1,1,1,1,28230000,Muslims
668,690,2030,Asia-Pacific,Taiwan,1380000,10000,3380000,1,4800000,9920000,3410000,1,22900000,Folk Religions
669,691,2030,Asia-Pacific,Tajikistan,190000,9540000,150000,1,1,1,1,1,9910000,Muslims
670,692,2030,Sub-Saharan Africa,Tanzania,53280000,27270000,1510000,50000,1,560000,20000,1,82690000,Christians
671,693,2030,Asia-Pacific,Thailand,690000,4770000,210000,100000,66110000,60000,1,1,71950000,Buddhists
672,694,2030,Asia-Pacific,Timor-Leste,2020000,1,1,1,1,1,1,1,2030000,Christians
673,695,2030,Sub-Saharan Africa,Togo,3420000,1190000,530000,1,1,3290000,50000,1,8490000,Christians
674,696,2030,Asia-Pacific,Tokelau,1,1,1,1,1,1,1,1,1,Christians
675,697,2030,Asia-Pacific,Tonga,150000,1,1,1,1,1,1,1,150000,Christians
676,698,2030,Latin America-Caribbean,Trinidad and Tobago,900000,80000,20000,300000,1,30000,20000,1,1350000,Christians
677,699,2030,Middle East-North Africa,Tunisia,30000,12110000,30000,1,1,1,1,1,12160000,Muslims
678,700,2030,Asia-Pacific,Turkey,420000,84750000,1020000,1,40000,30000,180000,30000,86470000,Muslims
679,701,2030,Asia-Pacific,Turkmenistan,400000,5850000,30000,1,1,1,1,1,6300000,Muslims
680,702,2030,Latin America-Caribbean,Turks and Caicos Islands,40000,1,1,1,1,1,1,1,40000,Christians
681,703,2030,Asia-Pacific,Tuvalu,10000,1,1,1,1,1,1,1,10000,Christians
682,704,2030,Sub-Saharan Africa,Uganda,51760000,7760000,310000,190000,1,530000,70000,1,60610000,Christians
683,705,2030,Europe,Ukraine,35330000,920000,4240000,40000,30000,20000,10000,30000,40620000,Christians
684,706,2030,Middle East-North Africa,United Arab Emirates,1210000,6940000,100000,790000,240000,10000,70000,1,9360000,Muslims
685,707,2030,Europe,United Kingdom,35890000,5060000,22630000,1140000,480000,130000,520000,250000,66110000,Christians
686,708,2030,North America,United States,258410000,5190000,75740000,3290000,4740000,1190000,3770000,5660000,357980000,Christians
687,709,2030,Latin America-Caribbean,U.S. Virgin Islands,110000,1,1,1,1,1,1,1,120000,Christians
688,710,2030,Latin America-Caribbean,Uruguay,2020000,1,1500000,1,1,30000,10000,1,3560000,Christians
689,711,2030,Asia-Pacific,Uzbekistan,610000,32900000,240000,1,10000,20000,1,1,33790000,Muslims
690,712,2030,Asia-Pacific,Vanuatu,350000,1,1,1,1,10000,1,1,370000,Christians
691,713,2030,Latin America-Caribbean,Venezuela,32530000,110000,3470000,1,1,180000,30000,1,36330000,Christians
692,714,2030,Asia-Pacific,Vietnam,8630000,190000,30490000,1,16310000,45380000,420000,1,101420000,Folk Religions
693,715,2030,Asia-Pacific,Wallis and Futuna,10000,1,1,1,1,1,1,1,10000,Christians
694,716,2030,Middle East-North Africa,W. Sahara,1,670000,1,1,1,1,1,1,670000,Muslims
695,717,2030,Middle East-North Africa,Yemen,60000,41130000,40000,260000,1,1,1,1,41500000,Muslims
696,718,2030,Sub-Saharan Africa,Zambia,23760000,180000,150000,30000,1,90000,250000,1,24470000,Christians
697,719,2030,Sub-Saharan Africa,Zimbabwe,14200000,160000,1250000,1,1,720000,50000,10000,16390000,Christians
698,720,2030,Sub-Saharan Africa,S. Sudan,9250000,950000,70000,1,1,5030000,1,1,15300000,Christians
699,721,2030,Latin America-Caribbean,Curacao,170000,1,1,1,1,1,1,1,180000,Christians
700,722,2030,Latin America-Caribbean,Sint Maarten,50000,1,1,1,1,1,1,1,60000,Christians
701,723,2030,Latin America-Caribbean,Caribbean Netherlands,20000,1,1,1,1,1,1,1,20000,Christians
702,731,2040,Asia-Pacific,Afghanistan,60000,61700000,10000,20000,10000,1,50000,1,61860000,Muslims
703,732,2040,Europe,Albania,430000,2550000,20000,1,1,1,1,1,3010000,Muslims
704,733,2040,Middle East-North Africa,Algeria,70000,44620000,840000,1,1,10000,1,1,45560000,Muslims
705,734,2040,Asia-Pacific,American Samoa,60000,1,1,1,1,1,1,1,60000,Christians
706,735,2040,Europe,Andorra,80000,1,1,1,1,1,1,1,90000,Christians
707,736,2040,Sub-Saharan Africa,Angola,32710000,70000,1870000,1,1,1480000,1,1,36130000,Christians
708,737,2040,Latin America-Caribbean,Anguilla,10000,1,1,1,1,1,1,1,20000,Christians
709,738,2040,Latin America-Caribbean,Antigua and Barbuda,100000,1,1,1,1,1,1,1,110000,Christians
710,739,2040,Latin America-Caribbean,Argentina,41830000,390000,5760000,1,20000,310000,110000,180000,48610000,Christians
711,740,2040,Asia-Pacific,Armenia,3190000,30000,40000,1,1,1,1,1,3270000,Christians
712,741,2040,Latin America-Caribbean,Aruba,100000,1,1,1,1,1,1,1,110000,Christians
713,742,2040,Asia-Pacific,Australia,14320000,1160000,10270000,570000,850000,230000,260000,140000,27800000,Christians
714,743,2040,Europe,Austria,6440000,690000,1400000,10000,40000,10000,10000,20000,8630000,Christians
715,744,2040,Asia-Pacific,Azerbaijan,230000,10820000,1,1,1,1,1,1,11060000,Muslims
716,745,2040,Latin America-Caribbean,Bahamas,400000,1,10000,1,1,1,1,1,410000,Christians
717,746,2040,Middle East-North Africa,Bahrain,220000,1200000,40000,180000,70000,1,1,1,1730000,Muslims
718,747,2040,Asia-Pacific,Bangladesh,620000,177860000,1,14710000,1180000,130000,130000,1,194650000,Muslims
719,748,2040,Latin America-Caribbean,Barbados,260000,1,1,1,1,1,1,1,280000,Christians
720,749,2040,Europe,Belarus,6250000,150000,2400000,1,1,1,1,1,8810000,Christians
721,750,2040,Europe,Belgium,6090000,1140000,3690000,30000,50000,40000,20000,30000,11090000,Christians
722,751,2040,Latin America-Caribbean,Belize,430000,1,50000,1,1,1,1,1,500000,Christians
723,752,2040,Sub-Saharan Africa,Benin,8920000,4750000,1000000,1,1,3280000,1,1,17970000,Christians
724,753,2040,North America,Bermuda,50000,1,10000,1,1,1,1,1,70000,Christians
725,754,2040,Asia-Pacific,Bhutan,1,1,1,220000,720000,20000,1,1,960000,Buddhists
726,755,2040,Latin America-Caribbean,Bolivia,14580000,1,630000,1,10000,120000,140000,1,15490000,Christians
727,756,2040,Europe,Bosnia and Herz.,1460000,1440000,70000,1,1,1,1,1,2960000,Christians
728,757,2040,Sub-Saharan Africa,Botswana,2080000,40000,330000,1,1,60000,10000,1,2530000,Christians
729,758,2040,Latin America-Caribbean,Brazil,195020000,50000,20330000,1,240000,8460000,300000,100000,224500000,Christians
730,759,2040,Latin America-Caribbean,British Virgin Islands,30000,1,1,1,1,1,1,1,30000,Christians
731,760,2040,Asia-Pacific,Brunei,50000,380000,1,1,40000,30000,1,1,510000,Muslims
732,761,2040,Europe,Bulgaria,4520000,850000,320000,1,1,1,1,1,5700000,Christians
733,762,2040,Sub-Saharan Africa,Burkina Faso,7920000,25310000,240000,1,1,6070000,1,1,39540000,Muslims
734,763,2040,Sub-Saharan Africa,Burundi,11540000,390000,1,1,1,790000,1,1,12720000,Christians
735,764,2040,Asia-Pacific,Cambodia,70000,390000,40000,1,18400000,110000,1,1,19020000,Buddhists
736,765,2040,Sub-Saharan Africa,Cameroon,22860000,7100000,1600000,1,1,1050000,900000,1,33510000,Christians
737,766,2040,North America,Canada,24740000,1800000,10240000,910000,530000,530000,670000,520000,39960000,Christians
738,767,2040,Sub-Saharan Africa,Cape Verde,620000,1,60000,1,1,1,1,1,690000,Christians
739,768,2040,Latin America-Caribbean,Cayman Islands,60000,1,1,1,1,1,1,1,70000,Christians
740,769,2040,Sub-Saharan Africa,Central African Rep.,6640000,730000,70000,1,1,70000,1,1,7520000,Christians
741,770,2040,Sub-Saharan Africa,Chad,9740000,12560000,470000,1,1,300000,30000,1,23110000,Muslims
742,771,2040,Europe,Channel Islands,120000,1,20000,1,1,1,1,1,140000,Christians
743,772,2040,Latin America-Caribbean,Chile,17400000,20000,2280000,1,10000,270000,40000,30000,20060000,Christians
744,773,2040,Asia-Pacific,China,73040000,33260000,700100000,40000,252090000,299040000,9580000,1,1367150000,Unaffiliated
745,774,2040,Latin America-Caribbean,Colombia,55120000,20000,4220000,1,1,510000,50000,1,59930000,Christians
746,775,2040,Sub-Saharan Africa,Comoros,1,1490000,1,1,1,10000,1,1,1510000,Muslims
747,776,2040,Sub-Saharan Africa,Congo,6800000,90000,600000,1,1,210000,80000,1,7770000,Christians
748,777,2040,Sub-Saharan Africa,Dem. Rep. Congo,121850000,2090000,2150000,70000,1,930000,160000,1,127250000,Christians
749,778,2040,Asia-Pacific,Cook Islands,20000,1,1,1,1,1,1,1,20000,Christians
750,779,2040,Latin America-Caribbean,Costa Rica,5530000,1,500000,1,1,50000,20000,1,6110000,Christians
751,780,2040,Sub-Saharan Africa,Côte d'Ivoire,14660000,12850000,3000000,1,20000,3980000,60000,1,34580000,Christians
752,781,2040,Europe,Croatia,3710000,70000,180000,1,1,1,1,1,3960000,Christians
753,782,2040,Latin America-Caribbean,Cuba,6080000,1,2440000,20000,1,1890000,1,1,10450000,Christians
754,783,2040,Asia-Pacific,Cyprus,970000,340000,40000,1,10000,1,1,1,1380000,Christians
755,784,2040,Europe,Czech Rep.,1860000,70000,8000000,1,50000,50000,1,1,10040000,Unaffiliated
756,785,2040,Europe,Denmark,4630000,430000,660000,40000,40000,1,1,1,5800000,Christians
757,786,2040,Sub-Saharan Africa,Djibouti,30000,1360000,1,1,1,1,1,1,1400000,Muslims
758,787,2040,Latin America-Caribbean,Dominica,70000,1,1,1,1,1,1,1,80000,Christians
759,788,2040,Latin America-Caribbean,Dominican Rep.,11650000,1,1420000,1,1,120000,10000,1,13210000,Christians
760,789,2040,Latin America-Caribbean,Ecuador,18140000,20000,1110000,1,1,60000,1,1,19340000,Christians
761,790,2040,Middle East-North Africa,Egypt,4670000,111960000,1,1,1,1,1,1,116640000,Muslims
762,791,2040,Latin America-Caribbean,El Salvador,6130000,1,800000,1,1,30000,20000,1,6980000,Christians
763,792,2040,Sub-Saharan Africa,Eq. Guinea,1060000,50000,60000,1,1,20000,1,1,1200000,Christians
764,793,2040,Sub-Saharan Africa,Eritrea,6140000,3570000,10000,1,1,40000,1,1,9760000,Christians
765,794,2040,Europe,Estonia,440000,1,670000,1,1,1,1,1,1110000,Unaffiliated
766,795,2040,Sub-Saharan Africa,Ethiopia,79420000,51570000,90000,1,1,2490000,10000,1,133590000,Christians
767,796,2040,Europe,Faeroe Islands,50000,1,1,1,1,1,1,1,50000,Christians
768,797,2040,Latin America-Caribbean,Falkland Is.,1,1,1,1,1,1,1,1,1,Christians
769,798,2040,Asia-Pacific,Fiji,750000,70000,1,320000,1,1,1,1,1160000,Christians
770,799,2040,Europe,Finland,4140000,140000,1260000,1,20000,1,1,1,5580000,Christians
771,800,2040,Europe,France,32780000,6750000,27690000,60000,380000,310000,130000,350000,68440000,Christians
772,801,2040,Latin America-Caribbean,French Guiana,330000,1,20000,1,1,30000,1,1,390000,Christians
773,802,2040,Asia-Pacific,French Polynesia,310000,1,20000,1,1,1,1,1,330000,Christians
774,803,2040,Sub-Saharan Africa,Gabon,1920000,390000,160000,1,1,150000,20000,1,2640000,Christians
775,804,2040,Sub-Saharan Africa,Gambia,140000,3780000,1,1,1,20000,1,1,3950000,Muslims
776,805,2040,Europe,Georgia,3220000,500000,30000,1,1,1,1,1,3750000,Christians
777,806,2040,Europe,Germany,45670000,6640000,21290000,80000,250000,50000,100000,200000,74280000,Christians
778,807,2040,Sub-Saharan Africa,Ghana,30080000,8870000,1570000,20000,1,2490000,50000,1,43080000,Christians
779,808,2040,Europe,Gibraltar,30000,1,1,1,1,1,1,1,30000,Christians
780,809,2040,Europe,Greece,9140000,760000,610000,30000,1,10000,10000,1,10570000,Christians
781,810,2040,North America,Greenland,50000,1,1,1,1,1,1,1,50000,Christians
782,811,2040,Latin America-Caribbean,Grenada,140000,1,1,1,1,1,1,1,140000,Christians
783,812,2040,Latin America-Caribbean,Guadeloupe,500000,1,10000,1,1,1,1,1,520000,Christians
784,813,2040,Asia-Pacific,Guam,220000,1,1,1,1,1,1,1,240000,Christians
785,814,2040,Latin America-Caribbean,Guatemala,25160000,1,960000,1,1,170000,20000,1,26320000,Christians
786,815,2040,Sub-Saharan Africa,Guinea,1990000,16490000,350000,1,20000,510000,1,1,19350000,Muslims
787,816,2040,Sub-Saharan Africa,Guinea-Bissau,440000,1250000,120000,1,1,800000,1,1,2610000,Muslims
788,817,2040,Latin America-Caribbean,Guyana,730000,60000,20000,200000,1,1,1,1,1020000,Christians
789,818,2040,Latin America-Caribbean,Haiti,12160000,1,1550000,1,1,280000,40000,1,14030000,Christians
790,819,2040,Europe,Vatican City,1,1,1,1,1,1,1,1,1,Christians
791,820,2040,Latin America-Caribbean,Honduras,10120000,20000,1170000,1,20000,140000,80000,1,11550000,Christians
792,821,2040,Asia-Pacific,Hong Kong,1360000,220000,4040000,50000,1060000,1050000,110000,1,7870000,Unaffiliated
793,822,2040,Europe,Hungary,6830000,30000,2040000,1,1,1,1,1,8910000,Christians
794,823,2040,Europe,Iceland,360000,1,20000,1,1,1,1,1,390000,Christians
795,824,2040,Asia-Pacific,India,36710000,282120000,880000,1260620000,11100000,7640000,27690000,1,1626760000,Hindus
796,825,2040,Asia-Pacific,Indonesia,31730000,254310000,250000,4280000,1790000,720000,400000,1,293480000,Muslims
797,826,2040,Asia-Pacific,Iran,70000,86330000,80000,20000,1,1,130000,1,86640000,Muslims
798,827,2040,Middle East-North Africa,Iraq,430000,66430000,70000,1,1,1,20000,1,66960000,Muslims
799,828,2040,Europe,Ireland,5250000,150000,670000,30000,20000,10000,1,1,6150000,Christians
800,829,2040,Europe,Isle of Man,80000,1,10000,1,1,1,1,1,100000,Christians
801,830,2040,Middle East-North Africa,Israel,210000,2510000,320000,1,30000,30000,10000,7610000,10720000,Jews
802,831,2040,Europe,Italy,43740000,4450000,8950000,250000,210000,130000,60000,40000,57830000,Christians
803,832,2040,Latin America-Caribbean,Jamaica,2390000,1,530000,1,1,140000,30000,1,3100000,Christians
804,833,2040,Asia-Pacific,Japan,2430000,270000,74780000,60000,31100000,580000,4600000,1,113830000,Unaffiliated
805,834,2040,Middle East-North Africa,Jordan,220000,10020000,20000,20000,50000,1,1,1,10330000,Muslims
806,835,2040,Asia-Pacific,Kazakhstan,4070000,15510000,660000,10000,90000,110000,50000,1,20500000,Muslims
807,836,2040,Sub-Saharan Africa,Kenya,67250000,10110000,1910000,90000,1,1050000,770000,1,81180000,Christians
808,837,2040,Asia-Pacific,Kiribati,140000,1,1,1,1,1,1,1,140000,Christians
809,838,2040,Europe,Kosovo,100000,1880000,1,1,1,1,1,1,1980000,Muslims
810,839,2040,Middle East-North Africa,Kuwait,530000,3010000,1,470000,310000,10000,1,1,4350000,Muslims
811,840,2040,Asia-Pacific,Kyrgyzstan,600000,6980000,30000,1,1,1,1,1,7630000,Muslims
812,841,2040,Asia-Pacific,Lao PDR,130000,1,80000,1,5230000,3300000,70000,1,8830000,Buddhists
813,842,2040,Europe,Latvia,990000,1,850000,1,1,1,1,1,1850000,Christians
