,Unnamed: 0,guid,first,last,mid,total_income,income,total_area,estate,cars,debt,assets,internal_id
8,8,nacp_924aaf67-6223-45db-8372-df5685f3e1ee,Олександр,Черних,Олександрович,2052421,"[{'size': 1128902.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 174500.0, 'sizeIncome_hidden': 0, 'type': 'salemovable', 'is_foreign': 0}, {'size': 486881.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}, {'size': 35825.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 5999.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 217351.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 2963.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",263,"[{'area': 68.1, 'date': '12.02.2002', 'cost': '16963', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 54.6, 'date': '11.02.2000', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 94.9, 'date': '28.11.2011', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 47.8, 'date': '24.06.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'FORD', 'cost': 316035.0, 'date': '18.04.2019', 'year': 2016.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 3212.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'insurance'}, {'size': 6630.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'insurance'}, {'size': 217351.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'loans_paid'}]","[{'assetsCurrency': 'UAH', 'size': 82873.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 34212.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'USD', 'size': 5000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",45119.0
9,9,nacp_924b9fbb-3466-4138-be01-dbddb8db8b75,Василь,Гуменюк,Іванович,0,0,0,0,0,0,0,5237.0
10,10,nacp_92a75576-de15-4cfc-8236-09b53954892b,Сергій,Коваленко,Петрович,266065,"[{'size': 4300.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 111637.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 150128.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",175,"[{'area': 27.0, 'date': '10.06.2000', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 45.0, 'date': '10.06.2000', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 34.0, 'date': '10.10.1991', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 69.0, 'date': '10.10.1991', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]",0,0,0,42942.0
11,11,nacp_90be7d46-4eee-410f-ad8b-41f0c715b368,Наталія,Літвіна,Миколаївна,236923,"[{'size': '236923', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,6079.0
12,12,nacp_91330459-e444-46f0-93fc-8cfb53d166d4,Тетяна,Варварська,Володимирівна,127770,"[{'size': '127770', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,9735.0
13,13,nacp_91692a5d-ce19-4ca1-8219-364147cf4785,Олександра,Устінова,Юріївна,380800,"[{'size': '380800', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,43935.0
14,14,nacp_9f6736fa-e790-4886-877f-ddcbad58f8f9,Олександр,Середа,Вікторович,776884,"[{'size': 348305.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 428579.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}]",39672,"[{'area': 1000.0, 'date': '16.11.2006', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 700.0, 'date': '22.12.2011', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 183.6, 'date': '09.04.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 100.0, 'date': '08.07.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 50.0, 'date': '08.07.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 257.9, 'date': '02.11.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 450.0, 'date': '30.12.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 558.5, 'date': '19.09.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 36302.0, 'date': '03.09.2018', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 72.8, 'date': '19.01.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'MERCEDES-BENZ', 'cost': 40000.0, 'date': '05.03.2019', 'year': 2003.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 20000.0, 'dnt_sizeAssets_hidden': False, 'type': 'lend', 'dnt_is_foreign': False}]",7436.0
15,15,nacp_9f6a2d46-61cc-4b41-83e6-242321d8d735,Геннадій,Пліс,Володимирович,164066,"[{'size': '164066', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,33412.0
16,16,nacp_9cc25a25-20d6-4f49-9f65-536389cda140,Максим,Немчинов,Олександрович,115233,"[{'size': '115233', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,36601.0
17,17,nacp_9cc92e0c-6b92-42f2-a66d-06fcfeddacab,Володимир,Омелян,Володимирович,99282,"[{'size': '72782', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}, {'size': '26500', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,4745.0
18,18,nacp_0f8288b1-9299-4776-b777-68cbdf6b2078,Наталія,Лопатіна,Віталіївна,107067,"[{'size': '91289', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}, {'size': '15778', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8518.0
19,19,nacp_9b2cefc5-26d6-445d-9518-dde86c227e45,Андрій,Вадатурський,Олексійович,7362282,"[{'size': 356486.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 304262.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 59274.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 138450.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 3480000.0, 'sizeIncome_hidden': 0, 'type': 'dividends', 'is_foreign': 0}, {'size': 3000000.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 23810.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",0,[],"[{'brand': 'ГАЗ', 'cost': 13740.0, 'date': '20.09.2014', 'year': 1978.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'truck'}]","[{'size': 3000000.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'other'}]",0,4824.0
20,20,nacp_9aead43e-ae6a-4baa-8117-8a239edd2fd9,Володимир,Мельник,Васильович,240125,"[{'size': '240125', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,3896.0
21,21,nacp_9b8336ba-8e57-43b2-a7e8-c464683e333a,Дмитро,Зенін,Олександрович,1159392,"[{'size': 631672.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 61000.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 240000.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}, {'size': 157200.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 11920.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 50000.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 7600.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",0,[],"[{'brand': 'Mazda', 'cost': 0, 'date': '04.03.2009', 'year': 2008.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 104800.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'loans_received'}]","[{'assetsCurrency': 'UAH', 'size': 120000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",7666.0
22,22,nacp_9c7c91d3-a74c-4414-b335-191da05d35f8,Володимир,Куксов,Володимирович,207468,"[{'size': '207468', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8192.0
23,23,nacp_9fb16bb2-9bf6-487e-ab23-46ecd6cd1155,Ігор,Желєзний,Вікторович,193815,"[{'size': '193815', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,42427.0
24,24,nacp_9ffa645d-5e2c-4c65-a64b-9951a8f2f8c4,Сергій,Білан,Васильович,166016,"[{'size': 165216.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 800.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",20815,"[{'area': 47.1, 'date': '30.11.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 977.0, 'date': '30.11.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19743.0, 'date': '02.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 48.3, 'date': '27.07.2018', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'Dewoo', 'cost': 48800.0, 'date': '08.08.2007', 'year': 2007.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,23763.0
25,25,nacp_9fb8a1a9-fa20-44e0-a409-57a774fdfdf7,Олександр,Щерба,Васильович,181877,"[{'size': '181877', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,6366.0
26,26,nacp_9da8cd98-a42e-4039-ad19-6e4b96859888,Роман,Кулик,Олександрович,149323,"[{'size': 144838.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 24.0, 'sizeIncome_hidden': 0, 'type': 'charity', 'is_foreign': 0}, {'size': 1295.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 1200.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 1966.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",2044,"[{'area': 44.7, 'date': '28.03.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 2000.0, 'date': '20.03.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]",0,0,0,48818.0
0,0,nacp_6dca516c-09bc-479f-9212-6eddc423ce2d,Валерій,Писаренко,Володимирович,206687,"[{'size': '206687', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5065.0
1,1,nacp_6dd48559-062e-4918-be51-ccf5c8a7af22,Ірина,Марченко,Олександрівна,247614,"[{'size': '232370', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}, {'size': '15244', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,32904.0
2,2,nacp_6db82706-05aa-40b1-9c9a-c5150a6a51c8,Костянтин,Ворушилін,Миколайович,2000936,"[{'size': 1766140.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 234796.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",0,[],"[{'brand': 'MASERATI', 'cost': 1071600.0, 'date': '30.05.2012', 'year': 2010.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'LAND ROVER', 'cost': 0, 'date': '03.07.2008', 'year': 2007.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'MERCEDES-BENZ', 'cost': 0, 'date': '02.03.2013', 'year': 2011.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 542811.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 364549.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 54219.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 602400.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 221800.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 97500.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 35000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'GBP', 'size': 5300.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",16551.0
3,3,nacp_6a98c775-8bbd-4480-9f05-d8760fc9c741,Світлана,Кустова,Миколаївна,2226514,"[{'size': 0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 2210300.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 7868.0, 'sizeIncome_hidden': 0, 'type': 'contractfee', 'is_foreign': 0}, {'size': 8346.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",1271,"[{'area': 1200.0, 'date': '16.05.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 42.9, 'date': '27.05.2005', 'cost': '', 'dnt_costDate_hidden': False, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 29.2, 'date': '04.02.1998', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'HYUNDAI', 'cost': 240000.0, 'date': '22.06.2013', 'year': 2012.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,37745.0
4,4,nacp_6b0a9c47-b99f-4297-88d1-99190af5f1ac,Вадим,Борзенков,Віталійович,137123,"[{'size': '137123', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,52402.0
5,5,nacp_6af417af-a1aa-4a8f-a42c-bbeaa5ccd860,Алла,Макаровець,Миколаївна,259831,"[{'size': '259831', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5890.0
6,6,nacp_6a9b53ea-7a0e-49d2-b54c-db4e5dda0a08,Тетяна,Весельська,Федорівна,2589181,"[{'size': 2227134.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 5880.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 355964.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 203.0, 'sizeIncome_hidden': 0, 'type': 'charity', 'is_foreign': 0}]",37512,"[{'area': 129.8, 'date': '09.11.2012', 'cost': '1116000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 21.0, 'date': '09.11.2012', 'cost': '87600', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 8062.0, 'date': '20.09.2011', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 7150.0, 'date': '27.11.2018', 'cost': '4000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 10000.0, 'date': '27.11.2018', 'cost': '5000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 10950.0, 'date': '27.11.2018', 'cost': '10000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1200.0, 'date': '27.11.2018', 'cost': '2000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'Lexus', 'cost': 0, 'date': '26.06.2010', 'year': 2005.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 207000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 24675.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}]",5366.0
7,7,nacp_6ce94de1-1259-4727-ad76-100667afb3f4,Сергій,Цвєтков,Вікторович,495022,"[{'size': 477781.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 482.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 16759.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",2127,"[{'area': 79.6, 'date': '16.12.2011', 'cost': '304640', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 48.3, 'date': '12.11.2013', 'cost': '40000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 2000.0, 'date': '12.11.2013', 'cost': '28724', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'Citroen', 'cost': 28000.0, 'date': '06.07.2013', 'year': 2004.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 304640.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'loans_received'}]",0,27549.0
8,8,nacp_6ce9bc0b-cec3-4d6d-acfe-9da3804220bf,Петро,Кісь,Васильович,172890,"[{'size': '172890', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5512.0
9,9,nacp_6d9347d1-563f-49e9-8036-f100fc49f0f9,Олег,Гаряга,Олександрович,884919,"[{'size': 623167.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 261752.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",1649,"[{'area': 67.9, 'date': '13.12.2004', 'cost': '359100', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 1200.0, 'date': '05.05.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 76.1, 'date': '06.02.2018', 'cost': '933051', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 145.9, 'date': '05.01.2018', 'cost': '2042600', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 86.9, 'date': '05.01.2018', 'cost': '1216600', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 75.0, 'date': '01.10.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}]","[{'brand': 'MERCEDES-BENZ', 'cost': 499149.0, 'date': '09.11.2017', 'year': 2007.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Мерседес-бенц', 'cost': 376000.0, 'date': '28.12.2012', 'year': 2008.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 264654.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 35131.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'USD', 'size': 64000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",17382.0
10,10,nacp_6ee1fc6a-d9c8-457d-8731-3a8253b4d8b7,Орест,Хлян,Васильович,110000,"[{'size': '110000', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,17110.0
11,11,nacp_0afcca6b-cdfb-4d99-9a49-90dfda60c7e9,Володимир,Литвин,Михайлович,5492386,"[{'size': 476910.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 33731.0, 'sizeIncome_hidden': 0, 'type': 'salarysecond', 'is_foreign': 0}, {'size': 40896.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 34.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 806000.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 125693.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 8720.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 363536.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 85260.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 503571.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 486450.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 1227294.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 49526.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 1188000.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 96765.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",0,[],"[{'brand': 'Audi', 'cost': 0, 'date': '27.08.2019', 'year': 2017.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 1594000.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 3568513.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 141734.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 175077.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 63707.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 22775.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 780080.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 870000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 78000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 1450000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 50124.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 84079.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 207.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 738111.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 300194.0, 'dnt_sizeAssets_hidden': False, 'type': 'other', 'dnt_is_foreign': False}]",499.0
