,Last_name ,Last_name_En ,First_name,First_name_En,Father_name,Company_name ,CompamyID_number,date ,Country_Ukr,Coutry_En,count
1333,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,SCM ADVISORS (UK) LIMITED,8275848,,Велика Британія,United Kingdom,140.0
1334,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"КОРПОРАЦІЯ ""МІЖРЕГІОНАЛЬНИЙ ПРОМИСЛОВИЙ СОЮЗ""",31577638,,Україна,Ukraine,
1335,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"Приватне акціонерне товариство ""СЬОГОДНІ МУЛЬТІМЕДІА""",24916531,,Україна,Ukraine,
1336,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""МАРІУПОЛЬСЬКИЙ МЕТАЛУРГІЙНИЙ КОМБІНАТ ІМЕНІ ІЛЛІЧА""",191129,,Україна,Ukraine,
1337,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,VESCO LIMITED,184675,,Кіпр,Cyprus,507.0
1338,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ТЕЛЕВІЗІЙНА СЛУЖБА ДНІПРОПЕТРОВСЬКА""",20264089,,Україна,Ukraine,
1339,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЮМДЖИ ПРОЕКТ""",38789706,,Україна,Ukraine,
1340,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПРИАЗОВ'Є""",,,Україна,Ukraine,
1341,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,ТРК МЕДIА ХОЛДIНГ ЛIМIТЕД,,,Кіпр,Cyprus,507.0
1342,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЛЮКС""",32880322,,Україна,Ukraine,
1343,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АНАЛІТИЧНИЙ ЦЕНТР ""БЮРО ЕКОНОМІЧНИХ ТА СОЦІАЛЬНИХ ТЕХНОЛОГІЙ""",33554869,,Україна,Ukraine,
1344,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""МЕДОВЕ""",37467199,,Україна,Ukraine,
1345,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ-МАРІУПОЛЬСЬКИЙ РЕМОНТНО-МЕХАНІЧНИЙ ЗАВОД""",38673998,,Україна,Ukraine,
1346,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,SCM FINANCIAL OVERSEAS LIMITED,ΗΕ189448,,Кіпр,Cyprus,507.0
1347,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""МОРСЬКИЙ ІНДУСТРІАЛЬНИЙ КОМПЛЕКС""",32897734,,Україна,Ukraine,
1348,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,WATER PROPERTY HOLDINGS LIMITED,,,Британські Віргінські острови,British Virgin Islands,174.0
1349,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"АКЦІОНЕРНЕ ТОВАРИСТВО ""СИСТЕМ КЕПІТАЛ МЕНЕДЖМЕНТ""",31227326,,Україна,Ukraine,
1350,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"АКЦІОНЕРНЕ ТОВАРИСТВО ""СИСТЕМ КЕПІТАЛ МЕНЕДЖМЕНТ""",31227326,,Україна,Ukraine,
1351,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРИФАНОВКА ЕНЕРЖІ""",37232157,,Україна,Ukraine,
1352,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «МЕТАЛУРГІЙНИЙ КОМБІНАТ «АЗОВСТАЛЬ»,191158,,Україна,Ukraine,
1353,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АВДІЇВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД""",191075,,Україна,Ukraine,
1354,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,United Coal Company LLC,S1506007,,США,USA,104.0
1355,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДІДЖІТАЛ СКРІНЗ""",37833282,,Україна,Ukraine,
1356,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ ЄВРАЗІЯ""",1087746192500,,Росія,Russia,63.0
1357,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОНСКОЙ АНТРАЦИТ""",6144009894,,Росія,Russia,63.0
1358,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ШАХТОУПРАВЛЕНИЕ ""ОБУХОВСКАЯ""",6146004404,,Росія,Russia,63.0
1359,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУЛИНАНТРАЦИТ""",6148250437,,Росія,Russia,63.0
1360,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМПЛЕКС ПУШКІНСЬКИЙ""",34960514,,Україна,Ukraine,
1361,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КОМСОМОЛЬСЬКЕ РУДОУПРАВЛІННЯ""",191827,,Україна,Ukraine,
1362,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДОНЕЦЬККОКС""",191112,,Україна,Ukraine,
1363,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КРАСНОДОНВУГІЛЛЯ""",32363486,,Україна,Ukraine,
1364,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,CARTER ROAG COAL COMPANY,3695574,,США,USA,104.0
1365,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,DASHURIA LIMITED,,,Кіпр,Cyprus,507.0
1366,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНТЕРН""",24738911,,Україна,Ukraine,
1367,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕЛЕКТРОНАЛАДКА""",31386990,,Україна,Ukraine,
1368,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕЛЕКТРОНАЛАДКА""",31386990,,Україна,Ukraine,
1369,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДТЕК РОВЕНЬКИАНТРАЦИТ""",37713861,,Україна,Ukraine,
1370,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДТЕК СВЕРДЛОВАНТРАЦИТ""",37596090,,Україна,Ukraine,
1371,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДТЕК ВИСОКОВОЛЬТНІ МЕРЕЖІ""",31018149,,Україна,Ukraine,
1372,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕМТРАНС ТРАНЗИТ""",38865713,,Україна,Ukraine,
1373,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ДВАНАДЦЯТЕ""",38550261,,Україна,Ukraine,
1374,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ГАЗЕТА ""ПРИАЗОВСЬКИЙ РОБОЧИЙ""",2472200,,Україна,Ukraine,
1375,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""РОМАШКОВЕ""",36942759,,Україна,Ukraine,
1376,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ТРЕТЄ""",38152848,,Україна,Ukraine,
1377,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЧЕТВЕРТЕ""",38152853,,Україна,Ukraine,
1378,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ДРУГЕ""",38152832,,Україна,Ukraine,
1379,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЮМГ ТРЕЙДІНГ""",38475263,,Україна,Ukraine,
1380,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДТЕК ДОНЕЦЬКІ ЕЛЕКТРОМЕРЕЖІ""",131268,,Україна,Ukraine,
1381,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЮМГ ТРЕЙДІНГ""",38475263,,Україна,Ukraine,
1382,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДОНБАСЬКЕ ПРОМИСЛОВО-ТРАНСПОРТНЕ ПІДПРИЄМСТВО""",31366355,,Україна,Ukraine,
1383,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФУТБОЛЬНИЙ КЛУБ ""ШАХТАР"" (ДОНЕЦЬК)""",169816,,Україна,Ukraine,
1384,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФУТБОЛЬНИЙ КЛУБ ""ШАХТАР"" (ДОНЕЦЬК)""",169816,,Україна,Ukraine,
1385,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""БАХЧОВИК""",,,Україна,Ukraine,
1386,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ-СМЦ""",32036829,,Україна,Ukraine,
1387,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЕРЧЕНСЬКИЙ СТРІЛОЧНИЙ ЗАВОД""",31929136,,Україна,Ukraine,
1388,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,MASTINTO TRADING LTD,278138,,Кіпр,Cyprus,507.0
1389,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""МІНЕРАЛЬНЕ-2""",39467714,,Україна,Ukraine,
1390,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКА ТРАНСПОРТНО-ОПЕРАТОРСЬКА КОМПАНІЯ""",32515792,,Україна,Ukraine,
1391,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОРЛІВСЬКА ВІТРОЕЛЕКТРОСТАНЦІЯ""",41310382,,Україна,Ukraine,
1392,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДОБРОТВІРСЬКА ТЕПЛОВА ЕЛЕКТРИЧНА СТАНЦІЯ - 2""",25555644,,Україна,Ukraine,
1393,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,ДТЕК ОЙЛ ЕНД ГАЗ Б.В.,,,Нідерланди,Netherlands,42.0
1394,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ "" ЦЕНТРАЛЬНА ЗБАГАЧУВАЛЬНА ФАБРИКА ""ПАВЛОГРАДСЬКА""",33854906,,Україна,Ukraine,
1395,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІНД ПАУЕР""",36168821,,Україна,Ukraine,
1396,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АГРОЛОГІК""",30628382,,Україна,Ukraine,
1397,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НОВОТРОЇЦЬКЕ РУДОУПРАВЛІННЯ""",191810,,Україна,Ukraine,
1398,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""УКРАЇНА""",5744121,,Україна,Ukraine,
1399,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,SCM Finance Limited,195527,,Кіпр,Cyprus,507.0
1400,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КОРУМ УКРАЇНА""",25332714,,Україна,Ukraine,
1401,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ПШЕНИЧНЕ""",36245165,,Україна,Ukraine,
1402,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,РОУЗВУД ЕЛЛЕЙ ЕССЕТС ЛІМІТЕД,,,Британські Віргінські острови,British Virgin Islands,174.0
1403,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,METINVEST CAPITAL UK LIMITED,8785187,,Велика Британія,United Kingdom,140.0
1404,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КРИВОРІЗЬКИЙ ЗАЛІЗОРУДНИЙ КОМБІНАТ""",191307,,Україна,Ukraine,
1405,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,Trametal S.P.A.,GE437720,,Італія,Italy,10.0
1406,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІАПАРТНЕРСТВО""",36629926,,Україна,Ukraine,
1407,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,БАРЛЕНКО ЛТД,,,Кіпр,Cyprus,507.0
1408,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""МАЛИНОВЕ""",36951564,,Україна,Ukraine,
1409,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД ""УКРСИБ ФОНД НЕРУХОМОСТІ""",34487846,,Україна,Ukraine,
1410,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"Публічне акціонерне товариство ""Веско""",282049,,Україна,Ukraine,
1411,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,VIDEO CONTENT LIBRARY LIMITED,NI622105,,Велика Британія,United Kingdom,140.0
1412,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНДУСТРІАЛ-МІНЕРАЛ ГРУП""",36332870,,Україна,Ukraine,
1413,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРОМІНВЕСТ-ТЕХНОЛОГІЯ""",32708794,,Україна,Ukraine,
1414,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКИЙ РІТЕЙЛ""",34604386,,Україна,Ukraine,
1415,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРАТ ""ЮЖКОКС""",5393079,,Україна,Ukraine,
1416,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕ ПРО""",37499304,,Україна,Ukraine,
1417,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ШИПШИНОВЕ""",36942764,,Україна,Ukraine,
1418,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СКМ СЕРВІС""",33554874,,Україна,Ukraine,
1419,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ-РЕСУРС""",24819472,,Україна,Ukraine,
1420,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""П'ЯТЕ""",38152869,,Україна,Ukraine,
1421,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""СЬОМЕ""",38174369,,Україна,Ukraine,
1422,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЧЕРЕШНЕВЕ""",37438091,,Україна,Ukraine,
1423,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОРУМ СОРС""",37903071,,Україна,Ukraine,
1424,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ММДС - УКРАЇНА""",30358804,,Україна,Ukraine,
1425,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДТЕК СХІДЕНЕРГО""",31831942,,Україна,Ukraine,
1426,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""СУНИЧНЕ""",36951590,,Україна,Ukraine,
1427,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""КВІТКОВЕ""",35987715,,Україна,Ukraine,
1428,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"Приватне акціонерне товариство ""Огнеупорнеруд""",24464945,,Україна,Ukraine,
1429,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЄНАКІЄВСЬКИЙ МЕТАЛУРГІЙНИЙ ЗАВОД""",191193,,Україна,Ukraine,
1430,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"Приватне акціонерне товариство ""Українська акціонерна страхова компанія АСКА - Життя""",24309647,,Україна,Ukraine,
1431,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕТІНВЕСТ-ПРОМСЕРВІС""",39641616,,Україна,Ukraine,
1432,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДОНЕЦЬКА МІЖНАРОДНА ШКОЛА ""ГРИГОРІЇВСЬКА""",37085687,,Україна,Ukraine,
1433,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ВЕСЕЛОВСЬКЕ""",35904597,,Україна,Ukraine,
1434,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,ПОРТІНВЕСТ ЛІМІТЕД,274277,,Кіпр,Cyprus,507.0
1435,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""СІМНАДЦЯТЕ""",38828121,,Україна,Ukraine,
1436,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ШОСТЕ""",38152874,,Україна,Ukraine,
1437,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,ПАРАЛЛЕЛЬ НАФТА ЛІМІТЕД,214798,,Кіпр,Cyprus,507.0
1438,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ШІСТНАДЦЯТЕ""",38828095,,Україна,Ukraine,
1439,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОМЕГА-РЕНТ""",32757946,,Україна,Ukraine,
1440,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,METINVEST INVESTMENTS LIMITED,8785177,,Велика Британія,United Kingdom,140.0
1441,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ВИРОБНИЧЕ ОБ'ЄДНАННЯ ""ІНКОР І КО""",31297266,,Україна,Ukraine,
1442,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФІРМА ВЕРХНЬОГО ОДЯГУ ""ФЕЯ""",309074,,Україна,Ukraine,
1443,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФІРМА ВЕРХНЬОГО ОДЯГУ ""ФЕЯ""",309074,,Україна,Ukraine,
1444,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ДОДАТКОВОЮ ВІДПОВІДАЛЬНІСТЮ ""ШАХТА ""БІЛОЗЕРСЬКА""",36028628,,Україна,Ukraine,
1445,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЗАПОРІЖСТАЛЬ-ПРОМІНВЕСТ""",,,Україна,Ukraine,
1446,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІА ГРУПА УКРАЇНА""",37226740,,Україна,Ukraine,
1447,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕМТРАНС""",30600592,,Україна,Ukraine,
1448,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,Укомлайн Холдiнг Лiмiтед,221049,,Кіпр,Cyprus,507.0
1449,Ахметов,Akhmetov,Рінат,Rinat,Леонідович,DTEK FINANCE PLC,8422508,,Велика Британія,United Kingdom,140.0
